
200,150,91,239240,98,47,2,10112,37,5,9,647,9847.925925925927,14808.14814814815,15967.370370370372,0.9569638278553114,111.66666666666667,67.33333333333333,34.0,-88.33333333333333,13.666666666666671,74.66666666666667,-82.66666666666667,20.33333333333333,62.33333333333333,-57.0,32.0,25.0,IMG_20170621_121837.jpg,C
191,144,90,241540,94,47,2,4888,29,7,9,3569,9475.703703703704,12589.037037037038,13806.259259259261,0.9661715940591287,104.66666666666667,66.0,33.666666666666664,-86.33333333333333,10.666666666666671,75.66666666666667,-78.0,19.0,59.0,-56.333333333333336,31.666666666666664,24.666666666666664,IMG_20170620_151840.jpg,C
185,140,75,244629,80,38,4,5276,25,8,9,76,9792.592592592593,12146.37037037037,11618.370370370372,0.9785903728683379,96.66666666666667,62.0,29.333333333333332,-88.33333333333333,16.66666666666667,71.66666666666667,-78.0,24.0,54.0,-45.66666666666667,25.333333333333332,20.333333333333332,IMG_20170619_122529.jpg,O
180,134,75,242748,28,7,9,4110,86,42,3,3109,11672.0,14655.333333333334,11458.333333333334,0.9711201878647981,98.0,61.0,29.0,-82.0,70.0,12.0,-73.0,54.0,19.0,-46.0,20.0,26.0,IMG_20170620_150421.jpg,R
195,146,88,241489,80,43,3,4880,31,6,9,3621,10813.333333333334,13114.0,12880.0,0.9659946397855914,102.0,65.0,33.333333333333336,-93.0,22.0,71.0,-81.0,22.0,59.0,-54.666666666666664,30.333333333333336,24.333333333333336,IMG_20170620_145228.jpg,R
206,162,99,239729,95,50,2,9504,19,8,9,766,12565.037037037036,14317.925925925927,14193.481481481482,0.9589198356793427,106.66666666666667,73.33333333333333,36.666666666666664,-99.33333333333333,11.666666666666671,87.66666666666667,-88.66666666666667,23.33333333333333,65.33333333333333,-62.333333333333336,34.666666666666664,27.666666666666664,IMG_20170619_122047.jpg,O
192,145,91,241870,36,5,9,4245,89,42,3,3879,12399.481481481482,18045.92592592593,13073.037037037038,0.9675032200772818,105.66666666666667,64.0,34.333333333333336,-86.33333333333333,69.66666666666667,16.66666666666667,-81.0,59.0,22.0,-56.666666666666664,25.333333333333336,31.333333333333336,IMG_20170620_145242.jpg,R
184,137,85,243038,84,36,4,3947,20,8,9,2990,9813.333333333334,12059.111111111111,11108.0,0.9722492249224922,96.0,60.333333333333336,32.666666666666664,-88.0,12.0,76.0,-76.66666666666666,24.333333333333336,52.333333333333336,-52.333333333333336,28.666666666666664,23.666666666666664,IMG_20170619_120536.jpg,R
185,142,87,241313,84,41,3,5094,28,7,9,3582,9301.333333333334,12373.777777777776,12060.0,0.9652944729568101,99.0,63.333333333333336,33.0,-86.0,15.0,71.0,-78.66666666666666,22.333333333333336,56.333333333333336,-54.0,30.0,24.0,IMG_20170609_121857.jpg,R
183,137,85,244377,79,35,4,5558,22,8,9,54,9808.37037037037,11992.814814814816,10760.14814814815,0.9775510122445388,94.66666666666667,60.0,32.666666666666664,-88.33333333333333,15.666666666666671,72.66666666666667,-77.0,25.0,52.0,-52.333333333333336,28.666666666666664,23.666666666666664,IMG_20170620_145922.jpg,R
187,141,81,246112,88,41,3,3797,32,6,9,86,9022.814814814816,12991.259259259261,13225.925925925923,0.984467689353787,102.33333333333333,62.666666666666664,31.0,-84.66666666666667,14.333333333333329,70.33333333333333,-78.33333333333334,21.666666666666664,56.666666666666664,-50.0,28.0,22.0,IMG_20170621_121131.jpg,C
197,151,99,243671,76,33,5,6310,19,8,9,17,12433.925925925927,14367.925925925925,11129.148148148146,0.9746917975343803,97.33333333333333,64.0,37.666666666666664,-99.66666666666667,21.33333333333333,78.33333333333333,-87.0,31.0,56.0,-61.333333333333336,32.666666666666664,28.666666666666664,IMG_20170619_120700.jpg,R
182,133,77,243074,91,44,2,6356,31,6,9,506,8262.814814814816,11500.592592592591,13301.037037037035,0.9725449715127072,101.33333333333333,61.0,29.333333333333332,-80.66666666666667,10.333333333333329,70.33333333333333,-72.0,17.0,55.0,-47.66666666666667,27.333333333333332,20.333333333333332,IMG_20170620_145723.jpg,R
202,155,103,235528,96,48,2,8716,31,6,9,5748,10775.037037037036,14666.814814814814,15014.481481481484,0.9421421485487536,109.66666666666667,69.66666666666667,38.0,-92.33333333333333,13.666666666666671,78.66666666666667,-85.33333333333333,21.66666666666667,63.66666666666667,-65.0,36.0,29.0,IMG_20170619_120030.jpg,R
190,144,94,242389,78,34,4,7420,22,8,9,178,10917.925925925925,13271.703703703704,11156.037037037038,0.9696064195338158,96.66666666666667,62.0,35.666666666666664,-93.33333333333333,18.66666666666667,74.66666666666667,-82.0,28.0,54.0,-58.333333333333336,31.666666666666664,26.666666666666664,IMG_20170619_115941.jpg,R
